word,pos,tag,desc
original,ADJ,JJ,"adjective or numeral, ordinal"
head,NOUN,NN,"noun, common, singular or mass"
radio,NOUN,NN,"noun, common, singular or mass"
until,ADP,IN,"preposition or conjunction, subordinating"
cell,NOUN,NN,"noun, common, singular or mass"
self,NOUN,NN,"noun, common, singular or mass"
council,NOUN,NN,"noun, common, singular or mass"
away,ADV,RB,adverb
includes,VERB,VBZ,"verb, present tense, 3rd person singular"
track,NOUN,NN,"noun, common, singular or mass"
discussion,NOUN,NN,"noun, common, singular or mass"
archive,NOUN,NN,"noun, common, singular or mass"
once,ADV,RB,adverb
others,NOUN,NNS,"noun, common, plural"
entertainment,NOUN,NN,"noun, common, singular or mass"
agreement,NOUN,NN,"noun, common, singular or mass"
format,NOUN,NN,"noun, common, singular or mass"
least,ADJ,JJS,"adjective, superlative"
society,NOUN,NN,"noun, common, singular or mass"
months,NOUN,NNS,"noun, common, plural"
log,VERB,VB,"verb, base form"
safety,NOUN,NN,"noun, common, singular or mass"
friends,NOUN,NNS,"noun, common, plural"
sure,ADJ,JJ,"adjective or numeral, ordinal"
trade,NOUN,NN,"noun, common, singular or mass"
edition,NOUN,NN,"noun, common, singular or mass"
cars,NOUN,NNS,"noun, common, plural"
messages,NOUN,NNS,"noun, common, plural"
marketing,NOUN,NN,"noun, common, singular or mass"
tell,VERB,VB,"verb, base form"
further,ADV,RBR,"adverb, comparative"
updated,VERB,VBD,"verb, past tense"
association,NOUN,NN,"noun, common, singular or mass"
able,ADJ,JJ,"adjective or numeral, ordinal"
having,VERB,VBG,"verb, present participle or gerund"
provides,VERB,VBZ,"verb, present tense, 3rd person singular"
david,NOUN,NN,"noun, common, singular or mass"
fun,NOUN,NN,"noun, common, singular or mass"
already,ADV,RB,adverb
green,ADJ,JJ,"adjective or numeral, ordinal"
studies,NOUN,NNS,"noun, common, plural"
close,ADJ,JJ,"adjective or numeral, ordinal"
common,ADJ,JJ,"adjective or numeral, ordinal"
drive,VERB,VB,"verb, base form"
specific,ADJ,JJ,"adjective or numeral, ordinal"
several,ADJ,JJ,"adjective or numeral, ordinal"
gold,NOUN,NN,"noun, common, singular or mass"
living,VERB,VBG,"verb, present participle or gerund"
collection,NOUN,NN,"noun, common, singular or mass"
called,VERB,VBN,"verb, past participle"
short,ADJ,JJ,"adjective or numeral, ordinal"
arts,NOUN,NNS,"noun, common, plural"
lot,NOUN,NN,"noun, common, singular or mass"
ask,VERB,VB,"verb, base form"
display,NOUN,NN,"noun, common, singular or mass"
limited,ADJ,JJ,"adjective or numeral, ordinal"
powered,VERB,VBN,"verb, past participle"
solutions,NOUN,NNS,"noun, common, plural"
means,VERB,VBZ,"verb, present tense, 3rd person singular"
director,NOUN,NN,"noun, common, singular or mass"
daily,ADV,RB,adverb
beach,NOUN,NN,"noun, common, singular or mass"
past,ADJ,JJ,"adjective or numeral, ordinal"
natural,ADJ,JJ,"adjective or numeral, ordinal"
whether,SCONJ,IN,"preposition or conjunction, subordinating"
due,ADJ,JJ,"adjective or numeral, ordinal"
electronics,NOUN,NNS,"noun, common, plural"
five,NUM,CD,"numeral, cardinal"
upon,SCONJ,IN,"preposition or conjunction, subordinating"
period,NOUN,NN,"noun, common, singular or mass"
planning,VERB,VBG,"verb, present participle or gerund"
database,NOUN,NN,"noun, common, singular or mass"
says,VERB,VBZ,"verb, present tense, 3rd person singular"
official,NOUN,NN,"noun, common, singular or mass"
weather,NOUN,NN,"noun, common, singular or mass"
mar,NOUN,NN,"noun, common, singular or mass"
land,NOUN,NN,"noun, common, singular or mass"
average,ADJ,JJ,"adjective or numeral, ordinal"
done,VERB,VBN,"verb, past participle"
technical,ADJ,JJ,"adjective or numeral, ordinal"
window,NOUN,NN,"noun, common, singular or mass"
france,NOUN,NN,"noun, common, singular or mass"
pro,ADJ,JJ,"adjective or numeral, ordinal"
region,NOUN,NN,"noun, common, singular or mass"
island,NOUN,NN,"noun, common, singular or mass"
record,NOUN,NN,"noun, common, singular or mass"
direct,ADJ,JJ,"adjective or numeral, ordinal"
conference,NOUN,NN,"noun, common, singular or mass"
environment,NOUN,NN,"noun, common, singular or mass"
records,NOUN,NNS,"noun, common, plural"
district,NOUN,NN,"noun, common, singular or mass"
calendar,NOUN,NN,"noun, common, singular or mass"
costs,NOUN,NNS,"noun, common, plural"
style,NOUN,NN,"noun, common, singular or mass"
front,NOUN,NN,"noun, common, singular or mass"
statement,NOUN,NN,"noun, common, singular or mass"
update,NOUN,NN,"noun, common, singular or mass"
parts,NOUN,NNS,"noun, common, plural"
ever,ADV,RB,adverb
downloads,VERB,VBZ,"verb, present tense, 3rd person singular"
early,ADV,RB,adverb
miles,NOUN,NNS,"noun, common, plural"
sound,NOUN,NN,"noun, common, singular or mass"
resource,NOUN,NN,"noun, common, singular or mass"
present,ADJ,JJ,"adjective or numeral, ordinal"
applications,NOUN,NNS,"noun, common, plural"
either,ADV,RB,adverb
ago,ADV,RB,adverb
document,NOUN,NN,"noun, common, singular or mass"
word,NOUN,NN,"noun, common, singular or mass"
works,VERB,VBZ,"verb, present tense, 3rd person singular"
material,NOUN,NN,"noun, common, singular or mass"
bill,NOUN,NN,"noun, common, singular or mass"
written,VERB,VBN,"verb, past participle"
talk,VERB,VB,"verb, base form"
federal,ADJ,JJ,"adjective or numeral, ordinal"
hosting,VERB,VBG,"verb, present participle or gerund"
rules,NOUN,NNS,"noun, common, plural"
final,ADJ,JJ,"adjective or numeral, ordinal"
adult,NOUN,NN,"noun, common, singular or mass"
tickets,NOUN,NNS,"noun, common, plural"
thing,NOUN,NN,"noun, common, singular or mass"
centre,NOUN,NN,"noun, common, singular or mass"
requirements,NOUN,NNS,"noun, common, plural"
via,ADP,IN,"preposition or conjunction, subordinating"
cheap,ADJ,JJ,"adjective or numeral, ordinal"
nude,ADJ,JJ,"adjective or numeral, ordinal"
kids,NOUN,NNS,"noun, common, plural"
finance,NOUN,NN,"noun, common, singular or mass"
true,ADJ,JJ,"adjective or numeral, ordinal"
minutes,NOUN,NNS,"noun, common, plural"
else,ADV,RB,adverb
mark,NOUN,NN,"noun, common, singular or mass"
third,ADJ,JJ,"adjective or numeral, ordinal"
rock,NOUN,NN,"noun, common, singular or mass"
gifts,NOUN,NNS,"noun, common, plural"
europe,NOUN,NN,"noun, common, singular or mass"
reading,VERB,VBG,"verb, present participle or gerund"
topics,NOUN,NNS,"noun, common, plural"
bad,ADJ,JJ,"adjective or numeral, ordinal"
individual,ADJ,JJ,"adjective or numeral, ordinal"
tips,NOUN,NNS,"noun, common, plural"
plus,CCONJ,CC,"conjunction, coordinating"
auto,NOUN,NN,"noun, common, singular or mass"
cover,VERB,VB,"verb, base form"
usually,ADV,RB,adverb
edit,NOUN,NN,"noun, common, singular or mass"
together,ADV,RB,adverb
videos,NOUN,NNS,"noun, common, plural"
percent,NOUN,NN,"noun, common, singular or mass"
fast,ADV,RB,adverb
function,NOUN,NN,"noun, common, singular or mass"
fact,NOUN,NN,"noun, common, singular or mass"
unit,NOUN,NN,"noun, common, singular or mass"
getting,VERB,VBG,"verb, present participle or gerund"
global,ADJ,JJ,"adjective or numeral, ordinal"
tech,NOUN,NN,"noun, common, singular or mass"
meet,VERB,VB,"verb, base form"
far,ADV,RB,adverb
economic,ADJ,JJ,"adjective or numeral, ordinal"
player,NOUN,NN,"noun, common, singular or mass"
projects,NOUN,NNS,"noun, common, plural"
lyrics,NOUN,NNS,"noun, common, plural"
often,ADV,RB,adverb
subscribe,ADJ,JJ,"adjective or numeral, ordinal"
submit,VERB,VB,"verb, base form"
germany,VERB,VB,"verb, base form"
amount,NOUN,NN,"noun, common, singular or mass"
watch,VERB,VB,"verb, base form"
included,VERB,VBD,"verb, past tense"
feel,VERB,VB,"verb, base form"
though,ADV,RB,adverb
bank,NOUN,NN,"noun, common, singular or mass"
risk,NOUN,NN,"noun, common, singular or mass"
thanks,NOUN,NNS,"noun, common, plural"
everything,PRON,NN,"noun, common, singular or mass"
deals,NOUN,NNS,"noun, common, plural"
various,ADJ,JJ,"adjective or numeral, ordinal"
words,NOUN,NNS,"noun, common, plural"
production,NOUN,NN,"noun, common, singular or mass"
commercial,ADJ,JJ,"adjective or numeral, ordinal"
james,NOUN,NNS,"noun, common, plural"
weight,NOUN,NN,"noun, common, singular or mass"
town,NOUN,NN,"noun, common, singular or mass"
heart,NOUN,NN,"noun, common, singular or mass"
advertising,NOUN,NN,"noun, common, singular or mass"
received,VERB,VBD,"verb, past tense"
choose,VERB,VB,"verb, base form"
treatment,NOUN,NN,"noun, common, singular or mass"
newsletter,NOUN,NN,"noun, common, singular or mass"
archives,NOUN,NNS,"noun, common, plural"
points,NOUN,NNS,"noun, common, plural"
knowledge,NOUN,NN,"noun, common, singular or mass"
magazine,NOUN,NN,"noun, common, singular or mass"
error,NOUN,NN,"noun, common, singular or mass"
camera,NOUN,NN,"noun, common, singular or mass"
girl,NOUN,NN,"noun, common, singular or mass"
currently,ADV,RB,adverb
construction,NOUN,NN,"noun, common, singular or mass"
toys,NOUN,NNS,"noun, common, plural"
registered,VERB,VBN,"verb, past participle"
clear,ADJ,JJ,"adjective or numeral, ordinal"
golf,NOUN,NN,"noun, common, singular or mass"
receive,VERB,VB,"verb, base form"
domain,NOUN,NN,"noun, common, singular or mass"
methods,NOUN,NNS,"noun, common, plural"
chapter,NOUN,NN,"noun, common, singular or mass"
makes,VERB,VBZ,"verb, present tense, 3rd person singular"
protection,NOUN,NN,"noun, common, singular or mass"
policies,NOUN,NNS,"noun, common, plural"
loan,NOUN,NN,"noun, common, singular or mass"
wide,ADJ,JJ,"adjective or numeral, ordinal"
beauty,NOUN,NN,"noun, common, singular or mass"
manager,NOUN,NN,"noun, common, singular or mass"
india,NOUN,NN,"noun, common, singular or mass"
position,NOUN,NN,"noun, common, singular or mass"
taken,VERB,VBN,"verb, past participle"
sort,ADV,RB,adverb
listings,NOUN,NNS,"noun, common, plural"
models,NOUN,NNS,"noun, common, plural"
known,VERB,VBN,"verb, past participle"
half,NOUN,NN,"noun, common, singular or mass"
cases,NOUN,NNS,"noun, common, plural"
step,NOUN,NN,"noun, common, singular or mass"
engineering,VERB,VBG,"verb, present participle or gerund"
florida,NOUN,NN,"noun, common, singular or mass"
simple,ADJ,JJ,"adjective or numeral, ordinal"
quick,ADJ,JJ,"adjective or numeral, ordinal"
none,NOUN,NN,"noun, common, singular or mass"
wireless,NOUN,NN,"noun, common, singular or mass"
license,NOUN,NN,"noun, common, singular or mass"
paul,NOUN,NN,"noun, common, singular or mass"
friday,NOUN,NN,"noun, common, singular or mass"
lake,VERB,VB,"verb, base form"
whole,ADJ,JJ,"adjective or numeral, ordinal"
annual,ADJ,JJ,"adjective or numeral, ordinal"
published,VERB,VBN,"verb, past participle"
later,ADV,RB,adverb
basic,ADJ,JJ,"adjective or numeral, ordinal"
shows,VERB,VBZ,"verb, present tense, 3rd person singular"
corporate,ADJ,JJ,"adjective or numeral, ordinal"
church,NOUN,NN,"noun, common, singular or mass"
method,NOUN,NN,"noun, common, singular or mass"
purchase,NOUN,NN,"noun, common, singular or mass"
customers,NOUN,NNS,"noun, common, plural"
active,ADJ,JJ,"adjective or numeral, ordinal"
response,NOUN,NN,"noun, common, singular or mass"
practice,NOUN,NN,"noun, common, singular or mass"
hardware,NOUN,NN,"noun, common, singular or mass"
figure,NOUN,NN,"noun, common, singular or mass"
materials,NOUN,NNS,"noun, common, plural"
fire,NOUN,NN,"noun, common, singular or mass"
holiday,NOUN,NN,"noun, common, singular or mass"
chat,VERB,VB,"verb, base form"
enough,ADV,RB,adverb
designed,VERB,VBN,"verb, past participle"
along,ADV,RB,adverb
among,ADP,IN,"preposition or conjunction, subordinating"
death,NOUN,NN,"noun, common, singular or mass"
writing,VERB,VBG,"verb, present participle or gerund"
speed,NOUN,NN,"noun, common, singular or mass"
countries,NOUN,NNS,"noun, common, plural"
loss,NOUN,NN,"noun, common, singular or mass"
face,VERB,VB,"verb, base form"
brand,NOUN,NN,"noun, common, singular or mass"
discount,NOUN,NN,"noun, common, singular or mass"
higher,ADJ,JJR,"adjective, comparative"
effects,NOUN,NNS,"noun, common, plural"
created,VERB,VBN,"verb, past participle"
remember,VERB,VB,"verb, base form"
standards,NOUN,NNS,"noun, common, plural"
oil,NOUN,NN,"noun, common, singular or mass"
bit,NOUN,NN,"noun, common, singular or mass"
yellow,ADJ,JJ,"adjective or numeral, ordinal"
political,ADJ,JJ,"adjective or numeral, ordinal"
increase,VERB,VB,"verb, base form"
advertise,VERB,VBP,"verb, present tense, not 3rd person singular"
kingdom,NOUN,NN,"noun, common, singular or mass"
base,NOUN,NN,"noun, common, singular or mass"
near,SCONJ,IN,"preposition or conjunction, subordinating"
environmental,ADJ,JJ,"adjective or numeral, ordinal"
thought,VERB,VBD,"verb, past tense"
stuff,NOUN,NN,"noun, common, singular or mass"
french,ADJ,JJ,"adjective or numeral, ordinal"
storage,NOUN,NN,"noun, common, singular or mass"
oh,INTJ,UH,interjection
japan,NOUN,NN,"noun, common, singular or mass"
doing,VERB,VBG,"verb, present participle or gerund"
loans,NOUN,NNS,"noun, common, plural"
shoes,NOUN,NNS,"noun, common, plural"
entry,NOUN,NN,"noun, common, singular or mass"
stay,VERB,VB,"verb, base form"
nature,NOUN,NN,"noun, common, singular or mass"
orders,NOUN,NNS,"noun, common, plural"
availability,NOUN,NN,"noun, common, singular or mass"
africa,NOUN,NN,"noun, common, singular or mass"
summary,VERB,VB,"verb, base form"
turn,VERB,VB,"verb, base form"
mean,VERB,VB,"verb, base form"
growth,NOUN,NN,"noun, common, singular or mass"
notes,VERB,VBZ,"verb, present tense, 3rd person singular"
agency,NOUN,NN,"noun, common, singular or mass"
king,NOUN,NN,"noun, common, singular or mass"
monday,NOUN,NN,"noun, common, singular or mass"
european,ADJ,JJ,"adjective or numeral, ordinal"
activity,NOUN,NN,"noun, common, singular or mass"
copy,VERB,VB,"verb, base form"
although,SCONJ,IN,"preposition or conjunction, subordinating"
drug,NOUN,NN,"noun, common, singular or mass"
western,ADJ,JJ,"adjective or numeral, ordinal"
income,NOUN,NN,"noun, common, singular or mass"
force,NOUN,NN,"noun, common, singular or mass"
cash,NOUN,NN,"noun, common, singular or mass"
employment,NOUN,NN,"noun, common, singular or mass"
overall,ADV,RB,adverb
bay,NOUN,NN,"noun, common, singular or mass"
river,NOUN,NN,"noun, common, singular or mass"
commission,NOUN,NN,"noun, common, singular or mass"
package,NOUN,NN,"noun, common, singular or mass"
contents,NOUN,NNS,"noun, common, plural"
seen,VERB,VBN,"verb, past participle"
players,NOUN,NNS,"noun, common, plural"
engine,NOUN,NN,"noun, common, singular or mass"
port,NOUN,NN,"noun, common, singular or mass"
album,NOUN,NN,"noun, common, singular or mass"
regional,ADJ,JJ,"adjective or numeral, ordinal"
stop,VERB,VB,"verb, base form"
supplies,NOUN,NNS,"noun, common, plural"
started,VERB,VBD,"verb, past tense"
administration,NOUN,NN,"noun, common, singular or mass"
bar,NOUN,NN,"noun, common, singular or mass"
institute,NOUN,NN,"noun, common, singular or mass"
views,NOUN,NNS,"noun, common, plural"
plans,NOUN,NNS,"noun, common, plural"
double,ADJ,JJ,"adjective or numeral, ordinal"
dog,NOUN,NN,"noun, common, singular or mass"
build,VERB,VB,"verb, base form"
screen,NOUN,NN,"noun, common, singular or mass"
exchange,NOUN,NN,"noun, common, singular or mass"
types,NOUN,NNS,"noun, common, plural"
soon,ADV,RB,adverb
sponsored,VERB,VBN,"verb, past participle"
lines,NOUN,NNS,"noun, common, plural"
electronic,ADJ,JJ,"adjective or numeral, ordinal"
continue,VERB,VB,"verb, base form"
across,ADP,IN,"preposition or conjunction, subordinating"
benefits,NOUN,NNS,"noun, common, plural"
needed,VERB,VBN,"verb, past participle"
season,NOUN,NN,"noun, common, singular or mass"
apply,VERB,VB,"verb, base form"
someone,PRON,NN,"noun, common, singular or mass"
held,VERB,VBN,"verb, past participle"
anything,PRON,NN,"noun, common, singular or mass"
printer,NOUN,NN,"noun, common, singular or mass"
condition,NOUN,NN,"noun, common, singular or mass"
effective,ADJ,JJ,"adjective or numeral, ordinal"
believe,VERB,VB,"verb, base form"
effect,NOUN,NN,"noun, common, singular or mass"
asked,VERB,VBD,"verb, past tense"
mind,NOUN,NN,"noun, common, singular or mass"
sunday,NOUN,NN,"noun, common, singular or mass"
selection,NOUN,NN,"noun, common, singular or mass"
casino,NOUN,NN,"noun, common, singular or mass"
lost,VERB,VBN,"verb, past participle"
tour,NOUN,NN,"noun, common, singular or mass"
menu,NOUN,NN,"noun, common, singular or mass"
volume,NOUN,NN,"noun, common, singular or mass"
cross,VERB,VB,"verb, base form"
anyone,PRON,NN,"noun, common, singular or mass"
mortgage,NOUN,NN,"noun, common, singular or mass"
hope,NOUN,NN,"noun, common, singular or mass"
silver,NOUN,NN,"noun, common, singular or mass"
corporation,NOUN,NN,"noun, common, singular or mass"
wish,VERB,VBP,"verb, present tense, not 3rd person singular"
inside,ADV,RB,adverb
solution,NOUN,NN,"noun, common, singular or mass"
mature,ADJ,JJ,"adjective or numeral, ordinal"
role,NOUN,NN,"noun, common, singular or mass"
rather,ADV,RB,adverb
weeks,NOUN,NNS,"noun, common, plural"
addition,NOUN,NN,"noun, common, singular or mass"
came,VERB,VBD,"verb, past tense"
supply,NOUN,NN,"noun, common, singular or mass"
nothing,PRON,NN,"noun, common, singular or mass"
certain,ADJ,JJ,"adjective or numeral, ordinal"
executive,ADJ,JJ,"adjective or numeral, ordinal"
running,VERB,VBG,"verb, present participle or gerund"
lower,ADJ,JJR,"adjective, comparative"
necessary,ADJ,JJ,"adjective or numeral, ordinal"
union,NOUN,NN,"noun, common, singular or mass"
jewelry,NOUN,NN,"noun, common, singular or mass"
according,VERB,VBG,"verb, present participle or gerund"
clothing,NOUN,NN,"noun, common, singular or mass"
particular,ADJ,JJ,"adjective or numeral, ordinal"
fine,ADJ,JJ,"adjective or numeral, ordinal"
names,NOUN,NNS,"noun, common, plural"
hour,NOUN,NN,"noun, common, singular or mass"
gas,NOUN,NN,"noun, common, singular or mass"
skills,NOUN,NNS,"noun, common, plural"
six,NUM,CD,"numeral, cardinal"
bush,NOUN,NN,"noun, common, singular or mass"
islands,NOUN,NNS,"noun, common, plural"
advice,NOUN,NN,"noun, common, singular or mass"
career,NOUN,NN,"noun, common, singular or mass"
military,ADJ,JJ,"adjective or numeral, ordinal"
rental,VERB,VB,"verb, base form"
decision,NOUN,NN,"noun, common, singular or mass"
leave,VERB,VB,"verb, base form"
british,ADJ,JJ,"adjective or numeral, ordinal"
teens,NOUN,NNS,"noun, common, plural"
pre,VERB,VB,"verb, base form"
huge,ADJ,JJ,"adjective or numeral, ordinal"
